SITE_ID,SITE_NO,X,Y,LONGITUDE,LATITUDE,DEPTH_BIN
HAW_0179A,0179,247.919,2123.5404,-155.3972,19.1896,DEEP
HAW_0180A,0180,267.6111,2130.731,-155.211,19.2569,DEEP
HAW_0181A,0181,283.0296,2136.4853,-155.065,19.3106,DEEP
HAW_0182A,0182,231.7912,2109.6735,-155.5486,19.0623,DEEP
HAW_0183A,0183,224.4853,2099.0162,-155.6165,18.9651,DEEP
HAW_0184A,0184,273.782,2131.6265,-155.1524,19.2657,DEEP
HAW_0185A,0185,243.078,2119.8432,-155.4428,19.1556,DEEP
HAW_0186A,0186,230.4257,2106.26,-155.5611,19.0313,DEEP
HAW_0187A,0187,225.3365,2229.8387,-155.6274,20.1463,MID
HAW_0188A,0188,252.4053,2219.6956,-155.3673,20.0584,MID
HAW_0189A,0189,247.3604,2222.32,-155.4159,20.0814,MID
HAW_0190A,0190,234.921,2226.7975,-155.5354,20.1202,MID
HAW_0191A,0191,225.9926,2229.617,-155.6211,20.1444,MID
HAW_0192A,0192,210.2105,2241.1432,-155.7738,20.2461,MID
HAW_0193A,0193,214.5462,2237.1534,-155.7317,20.2107,MID
HAW_0194A,0194,237.2173,2225.9641,-155.5133,20.113,MID
HAW_0195A,0195,210.5297,2241.3383,-155.7708,20.2479,MID
HAW_0196A,0196,276.4862,2203.2841,-155.1352,19.9131,MID
HAW_0197A,0197,197.7888,2240.9659,-155.8926,20.2426,MID
HAW_0198A,0198,211.31,2241.0546,-155.7633,20.2455,MID
HAW_0199A,0199,265.8644,2211.8312,-155.2377,19.989,MID
HAW_0200A,0200,278.1442,2200.633,-155.119,19.8894,MID
HAW_0201A,0201,276.6813,2202.956,-155.1333,19.9102,MID
HAW_0202A,0202,221.79,2232.7823,-155.6618,20.1723,MID
HAW_0203A,0203,254.3382,2218.6671,-155.3487,20.0493,MID
HAW_0204A,0204,221.5328,2232.9419,-155.6643,20.1737,MID
HAW_0205A,0205,223.2529,2231.8868,-155.6477,20.1645,MID
HAW_0206A,0206,265.031,2212.5848,-155.2457,19.9957,MID
HAW_0207A,0207,204.3056,2243.5105,-155.8307,20.2666,MID
HAW_0208A,0208,225.4872,2229.9273,-155.626,20.1471,MID
HAW_0209A,0209,197.9307,2241.2053,-155.8913,20.2448,MID
HAW_0210A,0210,233.0945,2227.7108,-155.553,20.1282,MID
HAW_0211A,0211,239.5935,2225.5385,-155.4905,20.1094,MID
HAW_0212A,0212,199.7838,2243.4219,-155.8739,20.2651,MID
HAW_0213A,0213,224.8134,2229.8919,-155.6325,20.1467,MID
HAW_0214A,0214,214.6526,2237.313,-155.7307,20.2122,MID
HAW_0215A,0215,218.802,2233.9881,-155.6905,20.1828,MID
HAW_0216A,0216,224.1839,2230.8849,-155.6386,20.1556,MID
HAW_0217A,0217,210.6627,2241.3915,-155.7695,20.2484,MID
HAW_0218A,0218,211.1149,2241.0723,-155.7652,20.2456,MID
HAW_0219A,0219,262.6637,2214.4911,-155.2686,20.0127,MID
HAW_0220A,0220,259.3565,2216.0604,-155.3004,20.0264,MID
HAW_0221A,0221,252.2191,2219.6247,-155.3691,20.0577,MID
HAW_0222A,0222,223.4391,2231.275,-155.6458,20.159,MID
HAW_0223A,0223,252.5649,2219.5538,-155.3658,20.0571,MID
HAW_0224A,0224,204.9972,2242.8722,-155.824,20.2609,MID
HAW_0225A,0225,196.9554,2239.7867,-155.9004,20.2318,MID
HAW_0226A,0226,197.4785,2240.5315,-155.8955,20.2386,MID
HAW_0227A,0227,219.2719,2233.9438,-155.686,20.1825,MID
HAW_0228A,0228,228.1737,2227.8438,-155.6,20.1287,MID
HAW_0229A,0229,206.9477,2242.3047,-155.8052,20.2561,MID
HAW_0230A,0230,252.5295,2219.669,-155.3661,20.0581,MID
HAW_0231A,0231,274.8548,2204.747,-155.1509,19.9261,MID
HAW_0232A,0232,214.7324,2236.7189,-155.7299,20.2068,MID
HAW_0233A,0233,257.3084,2216.9648,-155.3201,20.034300000000002,MID
HAW_0234A,0234,211.8242,2240.2477,-155.7582,20.2383,MID
HAW_0235A,0235,220.5664,2233.1635,-155.6735,20.1756,MID
HAW_0236A,0236,236.978,2226.0262,-155.5156,20.1135,MID
HAW_0237A,0237,213.2872,2239.5473,-155.7441,20.2322,MID
HAW_0238A,0238,244.5764,2223.6943,-155.4427,20.0935,MID
HAW_0239A,0239,239.4517,2225.6715,-155.4919,20.1106,MID
HAW_0240A,0240,215.1225,2236.515,-155.7261,20.2051,MID
HAW_0241A,0241,246.926,2222.6392,-155.4201,20.0842,MID
HAW_0242A,0242,211.8331,2240.3719,-155.7582,20.2394,MID
HAW_0243A,0243,219.0325,2233.864,-155.6883,20.1817,MID
HAW_0244A,0244,228.3599,2227.6044,-155.5982,20.1265,MID
HAW_0245A,0245,277.3995,2201.963,-155.1263,19.9013,MID
HAW_0246A,0246,226.1256,2229.6879,-155.6199,20.145,MID
HAW_0247A,0247,224.0509,2231.0002,-155.6399,20.1566,MID
HAW_0248A,0248,224.3789,2230.0515,-155.6366,20.1481,MID
HAW_0249A,0249,222.6855,2232.1794,-155.6531,20.167,MID
HAW_0250A,0250,197.9484,2241.3472,-155.8911,20.246,MID
HAW_0251A,0251,203.5076,2243.7854,-155.8384,20.2689,MID
HAW_0252A,0252,220.6817,2233.1635,-155.6724,20.1756,MID
HAW_0253A,0253,266.7599,2211.4411,-155.2291,19.9856,MID
HAW_0254A,0254,210.8933,2240.9482,-155.7673,20.2444,MID
HAW_0255A,0255,246.4472,2222.7545,-155.4247,20.0852,MID
HAW_0256A,0256,182.3083,2177.8289,-156.0297,19.6703,MID
HAW_0257A,0257,203.1352,2218.1174,-155.8377,20.0372,MID
HAW_0258A,0258,182.1841,2177.4654,-156.0308,19.667,MID
HAW_0259A,0259,182.3703,2175.4084,-156.0287,19.6485,MID
HAW_0260A,0260,197.5051,2228.3846,-155.8932,20.129,MID
HAW_0261A,0261,195.4393,2144.7132,-155.8993,19.3735,MID
HAW_0262A,0262,180.0917,2188.4153,-156.0526,19.7655,MID
HAW_0263A,0263,181.2,2191.3234,-156.0426,19.7919,MID
HAW_0264A,0264,199.5089,2208.4088,-155.8708,19.949,MID
HAW_0265A,0265,197.7622,2206.671,-155.8872,19.9331,MID
HAW_0266A,0266,195.1378,2145.4136,-155.9022,19.3798,MID
HAW_0267A,0267,218.7222,2093.058,-155.6703,18.9106,MID
HAW_0268A,0268,193.0897,2153.5618,-155.923,19.453,MID
HAW_0269A,0269,194.4108,2147.8785,-155.9095,19.4019,MID
HAW_0270A,0270,196.654,2204.8445,-155.8974,19.9164,MID
HAW_0271A,0271,197.248,2206.3163,-155.892,19.9298,MID
HAW_0272A,0272,187.1936,2170.4521,-155.9819,19.6045,MID
HAW_0273A,0273,197.115,2205.8198,-155.8932,19.9253,MID
HAW_0274A,0274,182.5654,2191.882,-156.0296,19.7972,MID
HAW_0275A,0275,195.9801,2134.0293,-155.8924,19.2772,MID
HAW_0276A,0276,211.3809,2099.7344,-155.7409,18.9698,MID
HAW_0277A,0277,217.41,2092.6768,-155.6827,18.907,MID
HAW_0278A,0278,183.9397,2192.4938,-156.0166,19.8029,MID
HAW_0279A,0279,200.4576,2222.1959,-155.864,20.0736,MID
HAW_0280A,0280,186.7503,2196.0669,-155.9904,19.8356,MID
HAW_0281A,0281,180.1715,2190.2772,-156.0522,19.7823,MID
HAW_0282A,0282,190.5185,2197.9554,-155.9548,19.8533,MID
HAW_0283A,0283,190.2259,2159.0678,-155.9512,19.5023,MID
HAW_0284A,0284,192.735,2198.4253,-155.9338,19.8579,MID
HAW_0285A,0285,217.6671,2092.9339,-155.6803,18.909300000000002,MID
HAW_0286A,0286,180.7035,2190.1265,-156.0471,19.781,MID
HAW_0287A,0287,190.1638,2157.4984,-155.9515,19.4881,MID
HAW_0288A,0288,202.1511,2220.4315,-155.8475,20.0579,MID
HAW_0289A,0289,201.1137,2210.3594,-155.8558,19.9669,MID
HAW_0290A,0290,180.3931,2189.8959,-156.05,19.7789,MID
HAW_0291A,0291,196.4057,2142.1331,-155.8897,19.3504,MID
HAW_0292A,0292,186.7769,2171.6579,-155.9861,19.6153,MID
HAW_0293A,0293,203.1441,2217.8071,-155.8376,20.0344,MID
HAW_0294A,0294,216.878,2096.312,-155.6882,18.9397,MID
HAW_0295A,0295,197.2037,2230.5657,-155.8964,20.1486,MID
HAW_0296A,0296,217.7735,2092.9516,-155.6793,18.9095,MID
HAW_0297A,0297,197.0086,2205.2613,-155.8941,19.9202,MID
HAW_0298A,0298,180.003,2183.0955,-156.0526,19.7175,MID
HAW_0299A,0299,217.7646,2092.7034,-155.6793,18.9072,MID
HAW_0300A,0300,190.9086,2198.0529,-155.9511,19.8542,MID
HAW_0301A,0301,195.5723,2132.5663,-155.8961,19.2639,MID
HAW_0302A,0302,195.5811,2144.4029,-155.8979,19.3707,MID
HAW_0303A,0303,196.3082,2204.419,-155.9007,19.9125,MID
HAW_0304A,0304,197.4785,2228.0654,-155.8934,20.1261,MID
HAW_0305A,0305,197.0175,2204.9864,-155.894,19.9177,MID
HAW_0306A,0306,214.2181,2098.4133,-155.7138,18.9583,MID
HAW_0307A,0307,196.02440000000001,2203.1511,-155.9032,19.901,MID
HAW_0308A,0308,197.1505,2229.8475,-155.8968,20.1421,MID
HAW_0309A,0309,203.6849,2212.9661,-155.8316,19.9908,MID
HAW_0310A,0310,195.3595,2201.6438,-155.9093,19.8873,MID
HAW_0311A,0311,185.8725,2195.7477,-155.9988,19.8326,MID
HAW_0312A,0312,219.8039,2093.6432,-155.6601,18.916,MID
HAW_0313A,0313,186.0942,2173.2184,-155.9929,19.6293,MID
HAW_0314A,0314,192.8858,2118.0699,-155.9193,19.1326,MID
HAW_0315A,0315,182.1575,2191.7224,-156.0335,19.7957,MID
HAW_0316A,0316,220.3004,2094.1663,-155.6555,18.9208,MID
HAW_0317A,0317,185.0213,2193.7528,-156.0065,19.8145,MID
HAW_0318A,0318,193.0099,2115.9154,-155.9178,19.1132,MID
HAW_0319A,0319,179.7991,2186.5001,-156.0551,19.7482,MID
HAW_0320A,0320,194.6768,2126.2003,-155.9036,19.2063,MID
HAW_0321A,0321,181.9891,2176.1797,-156.0325,19.6554,MID
HAW_0322A,0322,193.8079,2122.246,-155.9112,19.1705,MID
HAW_0323A,0323,188.4437,2197.4855,-155.9745,19.8487,MID
HAW_0324A,0324,180.9517,2190.8003,-156.0448,19.7872,MID
HAW_0325A,0325,195.5723,2203.0181,-155.9075,19.8997,MID
HAW_0326A,0326,204.013,2104.4779,-155.8115,19.0116,MID
HAW_0327A,0327,192.9656,2117.1833,-155.9184,19.1247,MID
HAW_0328A,0328,193.0454,2198.7268,-155.9308,19.8606,MID
HAW_0329A,0329,192.8414,2118.3004,-155.9197,19.1347,MID
HAW_0330A,0330,187.0783,2170.7536,-155.9831,19.6072,MID
HAW_0331A,0331,197.3544,2206.5114,-155.891,19.9316,MID
HAW_0332A,0332,199.6862,2223.7653,-155.8716,20.0876,MID
HAW_0333A,0333,194.863,2127.3618,-155.902,19.2168,MID
HAW_0334A,0334,180.1626,2188.3089,-156.0519,19.7645,MID
HAW_0335A,0335,195.5013,2144.6157,-155.8986,19.3726,MID
HAW_0336A,0336,195.1999,2202.8762,-155.911,19.8984,MID
HAW_0337A,0337,195.5279,2202.3265,-155.9078,19.8935,MID
HAW_0338A,0338,180.2247,2190.7382,-156.0518,19.7865,MID
HAW_0339A,0339,191.015,2156.9487,-155.9433,19.4833,MID
HAW_0340A,0340,203.8977,2212.8951,-155.8296,19.9902,MID
HAW_0341A,0341,203.3924,2216.1225,-155.8349,20.0192,MID
HAW_0342A,0342,180.8187,2191.2081,-156.0462,19.7908,MID
HAW_0343A,0343,187.3532,2170.0709,-155.9803,19.6011,MID
HAW_0344A,0344,203.9332,2215.7058,-155.8297,20.0155,MID
HAW_0345A,0345,193.8611,2123.5404,-155.9109,19.1822,MID
HAW_0346A,0346,203.7204,2216.4062,-155.8319,20.0218,MID
HAW_0347A,0347,285.1309,2183.7959,-155.0504,19.7381,MID
HAW_0348A,0348,306.4101,2151.8772,-154.8441,19.452,MID
HAW_0349A,0349,287.9681,2183.8934,-155.0233,19.7393,MID
HAW_0350A,0350,306.5253,2152.1609,-154.8431,19.4546,MID
HAW_0351A,0351,288.1189,2183.6363,-155.0219,19.737,MID
HAW_0352A,0352,283.0562,2184.9042,-155.0703,19.7479,MID
HAW_0353A,0353,306.614,2152.2407,-154.8422,19.4553,MID
HAW_0354A,0354,281.8238,2193.7616,-155.0831,19.8277,MID
HAW_0355A,0355,281.1588,2190.1974,-155.089,19.7954,MID
HAW_0356A,0356,283.73,2185.0461,-155.0639,19.7492,MID
HAW_0357A,0357,284.2531,2184.1506,-155.0588,19.7412,MID
HAW_0358A,0358,292.02,2180.2405,-154.9843,19.7067,MID
HAW_0359A,0359,287.8263,2183.5299,-155.0246,19.736,MID
HAW_0360A,0360,282.0366,2195.6236,-155.0813,19.8445,MID
HAW_0361A,0361,281.1499,2184.1151,-155.0884,19.7405,MID
HAW_0362A,0362,285.0156,2184.6559,-155.0516,19.7458,MID
HAW_0363A,0363,307.1903,2161.5858,-154.8377,19.5398,MID
HAW_0364A,0364,292.9067,2175.036,-154.9752,19.6598,MID
HAW_0365A,0365,284.1911,2184.6471,-155.0594,19.7457,MID
HAW_0366A,0366,293.2968,2174.9119,-154.9715,19.6587,MID
HAW_0367A,0367,299.1663,2146.5219,-154.9125,19.4029,MID
HAW_0368A,0368,281.9302,2196.5989,-155.0824,19.8533,MID
HAW_0369A,0369,305.417,2151.1856,-154.8535,19.4456,MID
HAW_0370A,0370,283.8985,2184.9397,-155.0623,19.7483,MID
HAW_0371A,0371,296.0808,2170.6294,-154.9445,19.6203,MID
HAW_0372A,0372,303.4753,2149.634,-154.8718,19.4314,MID
HAW_0373A,0373,281.7174,2184.4875,-155.083,19.7439,MID
HAW_0374A,0374,282.7636,2184.585,-155.0731,19.7449,MID
HAW_0375A,0375,284.7142,2184.7003,-155.0545,19.7462,MID
HAW_0376A,0376,310.1162,2158.2875,-154.8095,19.5102,MID
HAW_0377A,0377,297.4108,2145.4136,-154.9291,19.3927,MID
HAW_0378A,0378,281.2209,2187.5907,-155.0881,19.7719,MID
HAW_0379A,0379,292.419,2173.4578,-154.9797,19.6455,MID
